Company name,Industry group,Country,Full time employees,Risk rating score,Risk rating assessment,Industry group position,Industry group positions total,Universe position,Universe positions total,Company description
AirTrip Corp.,Consumer Services,Japan,316,39.8,High Risk,509,509,14491,15785,"AirTrip Corp engages in the online travel agency business in Japan. The company also provides tourism services. In addition, it offers IT offshore development project services, such as laboratory offshore development and BPO services. Further, the company engages in the investment business."
"Aisan Industry Co., Ltd.",Auto Components,Japan,"8,809",23.4,Medium Risk,188,240,6602,15785,"Aisan Industry Co Ltd is a Japan based company engaged in manufacturing and sales of automotive parts. Its products include Fuel system products such as Fuel pump module to regulate pressure of the fuel; Intake and exhaust system products including throttle body, intake manifold, exhaust gas re-circulation product, positive crankcase ventilation valve; Emission control system products such as charcoal canister; Valve train system such as Engine Valve; Products for motorcycle such as FI System for Small Motorcycle, Titanium Alloy Engine Valve for Motorcycle, Charcoal Canister for Motorcycle; and Products for green vehicle includes products for fuel cell vehicle, products for electric vehicle and gas fuel systems for LPG, CNG."
Aisin Corp.,Auto Components,Japan,"116,649",25.6,Medium Risk,215,240,8134,15785,"Aisin Corp is a manufacturer and seller of automotive parts, lifestyle and energy-related products, and wellness products. The majority of revenue is generated selling automotive parts and related services, automatic transmissions, car navigation systems, and lifestyle products such as sewing machines and beds, and heat-pumps. Other operations include cast-iron parts for engines and brakes. Aisin Seiki has operations across the world, supplying a wide range of car manufacturers around the globe."
AIXTRON SE,Semiconductors,Germany,"1,057",21.3,Medium Risk,95,344,5201,15785,"Aixtron SE is a provider of deposition equipment to the semiconductor industry. The company's technology solutions are used by a diverse range of customers to build components for electronic and optoelectronic applications based on compound, silicon, or organic semiconductor materials. Its components are used in displays, signaling, lighting, fiber optic communication systems, wireless and mobile telephony applications, optical and electronic storage devices, computing, as well as in other leading-edge applications. Business operation of the group can be seen in the market of Germany, the USA, Korea, China, Taiwan, Asia, and Europe."
AJ Bell Plc,Diversified Financials,United Kingdom,"1,275",25.0,Medium Risk,322,912,7731,15785,"AJ Bell PLC is an investment platform in the United Kingdom. The company's core products are SIPPs, ISAs, and Dealing Accounts. SIPPs and ISAs, Lifetime ISA, and junior products. The company generates revenue from Recurring ad valorem which includes custody fees, interest income and investment management fees; and transactional."
Ajanta Pharma Ltd.,Pharmaceuticals,India,"7,713",32.3,High Risk,622,896,12165,15785,"Ajanta Pharma Ltd is a drug manufacturing company with a focus on specialty pharmaceutical products. The company maintains a global presence while generating the vast majority of its revenue in Africa and India. Ajanta's strategy aims to successfully select molecules and products for development while enhancing its research and development capabilities. The company works to develop formulations in different dosages such as tablets, cream, capsules, liquid, and lotion. The company's manufacturing plants are located in India."
"Ajinomoto Co., Inc.",Food Products,Japan,"34,615",27.2,Medium Risk,125,628,9150,15785,"Ajinomoto is Japan’s leading food company specializing in amino acids and seasonings derived from amino acid fermentation technologies. It also produces processed foods including dry soup mixes, frozen foods, and beverage products. Apart from the consumer business, it is a key supplier of MSG and nucleotides to global food manufacturers including Nestle. The food business represents nearly three fourths of group sales and 80%-plus of profits with nearly two thirds generated overseas. Healthcare and function materials (mainly Ajinomoto build-up film, or ABF), the key growth drivers through 2030, make up the balance of its business portfolio. The nonfood businesses are expected to contribute half of the group profits by 2030, boosted by ABF and CDMO growth."
AK Medical Holdings Ltd.,Healthcare,China,"1,082",29.3,Medium Risk,394,623,10523,15785,"AK Medical Holdings Ltd is an investment holding company which designs, develops, produces, and markets orthopedic joint implants and related products. The company's geographical segments include China and the United Kingdom. It derives the majority of revenue from China. The company offers off-the-shelf products, such as knee replacement and hip replacement implants; and 3D-printed products, including 3D-printed hip replacement implants, spinal interbody cages, and artificial vertebral bodies."
"Akamai Technologies, Inc.",Software & Services,United States of America,"9,800",15.1,Low Risk,63,1106,1704,15785,"Akamai operates a content delivery network, or CDN, which entails locating servers at the edges of networks so its customers, which store content on Akamai servers, can reach their own customers faster, more securely, and with better quality. Akamai has over 325,000 servers distributed over 4,100 points of presence in more than 1,000 cities worldwide. Its customers generally include media companies, which stream video content or make video games available for download, and other enterprises that run interactive or high-traffic websites, such as e-commerce firms and financial institutions. Akamai also has a significant security business, which is integrated with its core delivery and computing businesses to protect customers from cyberthreats."
"Akatsuki, Inc.",Software & Services,Japan,520,24.1,Medium Risk,728,1106,7147,15785,Akatsuki Inc is engaged in smartphone service and social network application development. It offers MobileSocialGame services.
Akbank TAS,Banks,Turkey,"13,465",15.4,Low Risk,120,1014,1866,15785,"Akbank TAS is a Turkish bank whose core business activities include consumer and private, commercial, small to midsize enterprise, and corporate and investment banking services. Other activities include foreign exchange, money markets, and securities transactions. In addition to traditional banking activities, the company provides insurance intermediary services. Approximately half of the bank's outstanding shares are owned by Sabanci Holding, a large Turkish financial conglomerate, and its affiliates. Net interest income contributes to the vast majority of net revenue, followed by net fees and commissions. The banks gives credit exposure to the services industry."
Akcansa Cimento Sanayi ve Ticaret AS,Construction Materials,Turkey,"1,013",30.0,High Risk,37,142,10986,15785,"Akcansa Cimento Sanayi Ve Ticaret AS manufactures and sells cement, clinker, and ready-mix concrete. It has three cement production plants and six cement terminals in the Marmara, Aegean, and Black Sea regions of Turkey. Its two major brands are Betonsa and Agregasa. Roughly two thirds of total revenue is from selling cement and clinker; the remainder is from selling ready-mix concrete. The company has two active segments such as cement and ready-mixed concrete. The vast majority of the company’s total revenue comes from sales in Turkey. Akcansa meets about ten perecent of Turkey’s cement requirements."
"Akebono Brake Industry Co., Ltd.",Auto Components,Japan,"5,720",25.5,Medium Risk,214,240,8108,15785,"Akebono Brake Industry Co Ltd engages in the manufacture and sale of brakes and its components. Its brakes are widely used in various applications, such as passenger and commercial vehicles, motorcycles, rail vehicles and industrial machinery. The firm's product portfolio consists of automobile brakes, motorcycle brakes, rolling stock brakes, industrial machinery brakes, sensors, and concept brake systems."
Akelius Residential Property AB,Real Estate,Sweden,674,15.1,Low Risk,371,1044,1736,15785,Akelius Residential Property AB is a residential property company. The company's geographical segment includes Europe; Scandinavia and North America. It generates maximum revenue from Europe in the form of rental income.
Aker ASA,Diversified Financials,Norway,"3,636",14.5,Low Risk,56,912,1461,15785,"Aker ASA is an industrial investment company that develops businesses and exercises active ownership to create value for its shareholders and society at large. The portfolio has focused on companies in oil and gas, maritime assets, seafood/marine biotechnology, and real estate sectors. Investments are broken down into two portfolios; Industrial holdings are strategic assets and are managed with a long-term perspective. It comprises Aker’s ownership interests in Aker BP, Aker Energy, Aker Solutions, Aker Horizons, Aker BioMarine, SalMar Aker Ocean, Cognite, and Aize, and Financial investments comprise cash, other assets, and the listed companies Akastor, AMSC, Philly Shipyard, and Solstad Offshore, in addition to ICP and Aker Property Group."
Aker BP ASA,Oil & Gas Producers,Norway,"2,457",34.6,High Risk,55,312,13097,15785,"Aker BP ASA operates oil and gas production, development, and exploration projects on the Norwegian Continental Shelf (NCS). Its projects include Alvheim field, Ivar Aasen, Skarv, and Valhall. Revenue is derived from a short list of clients and primarily consists of liquid sales. The Alvheim field, which developed with an FPSO, contributes the most volume for the company. Fields in close proximity to Alvheim are tied to Alvheim's FPSO. From the tiebacks, oil is transported from the field with shuttle tankers, and associated gas is exported to Scotland through a gas evacuation system."
Aker Carbon Capture AS,Machinery,Norway,117,18.8,Low Risk,35,585,3661,15785,"Aker Carbon Capture ASA is a carbon capture technology provider. The company's proprietary carbon capture process uses a mixture of water and organic amine solvents to absorb the CO2. This process can be applied to emissions from various sources, from gas, coal, cement, refineries, and waste-to-energy through to hydrogen and other process industries. Its products and services include Just Catch, Offshore Just Catch, Big Catch, Mobile Test Unit - Rental service, CO2 for Enhanced Oil Recovery (EOR), and Storage Practice."
Aker Horizons ASA,Diversified Financials,Norway,"1,135",21.0,Medium Risk,207,912,5008,15785,"Aker Horizons ASA is an investment management company. It invests in and develops companies within renewable energy sectors and other technologies that make material contributions to reducing emissions or promoting sustainable living. The company's reportable segments are Aker Carbon Capture (ACC), Asset Development (AAD), Mainstream Renewable Power (Mainstream), Aker Horizons and holdings, and Others."
Aker Solutions ASA,Energy Services,Norway,"16,026",23.5,Medium Risk,30,104,6673,15785,"Aker Solutions ASA delivers integrated solutions, products, and services to the global energy industry. The company offers low-carbon oil and gas solutions and develops renewable solutions. Aker Solutions serves customers worldwide. Its reporting segments include Renewables and Field Development segment, the Electrification, Maintenance and Modifications (EMM) segment, Subsea segment, and Other."
"Akero Therapeutics, Inc.",Pharmaceuticals,United States of America,51,31.7,High Risk,588,896,11879,15785,"Akero Therapeutics Inc is a clinical-stage biotechnology company focused on developing and commercializing transformative treatments for serious metabolic diseases with high unmet medical needs. Its focus is nonalcoholic steatohepatitis, or NASH, a disease without any approved therapies. The company's product candidate efruxifermin is an FGF21 analog with properties that has the potential to address the core processes underlying NASH pathogenesis."
"Akeso, Inc.",Pharmaceuticals,China,"2,520",35.3,High Risk,741,896,13335,15785,"Akeso Inc is an investment holding company. The Company’s subsidiaries were involved in research and development, production and commercialization of biopharmaceutical products. The company currently has a pipeline of over 30 drugs for the treatment of diseases like cancers, autoimmune diseases, inflammation and metabolic diseases, 17 of which have entered the clinical stage, including two first-in-class bi-specific antibody drugs (PD-1/CTLA-4 and PD-1/VEGF). The majority of the company's revenue is earned in Mainland China."
"Akoustis Technologies, Inc.",Technology Hardware,United States of America,222,23.7,Medium Risk,519,652,6863,15785,"Akoustis Technologies Inc is an emerging commercial product company focused on developing, designing, and manufacturing innovative RF filter solutions for the wireless industry, including for products such as smartphones and tablets, network infrastructure equipment, WiFi Customer Premise Equipment and defense applications. The company has developed a proprietary microelectromechanical system based bulk acoustic wave technology and a unique manufacturing process flow, called XBAW, for filters produced for use in RFFE modules. The company derives revenue from the sale of filter products under individual customer purchase orders, some of which have underlying master sales agreements that specify terms governing the product sales."
"Akoya Biosciences, Inc.",Pharmaceuticals,United States of America,369,31.8,High Risk,592,896,11927,15785,"Akoya Biosciences Inc is a life sciences technology company. It is delivering spatial biology solutions focused on transforming discovery and clinical research. The company offers the comprehensive, end-to-end solutions for high-parameter tissue analysis from discovery through clinical and translational research, enabling the development of more precise therapies for immuno-oncology and other drug development applications. The company has its geographical presence in North America, APAC and EMEA. It generates majority of the revenue from North America."
Aksa Akrilik Kimya Sanayii AS,Textiles & Apparel,Turkey,"1,441",11.4,Low Risk,12,206,530,15785,"Aksa Akrilik Kimya Sanayii AS is a manufacturer of textile, chemical, and other industrial products and raw materials, auxiliary materials and intermediate substances, artificial, synthetic omand natural fibers, carbon fibers, and polymers among others. It consists of three operating segments such as fibers, energy, and others. The company generates maximum revenue from the Fibers segment."
Aksa Enerji Üretim AS,Utilities,Turkey,"1,211",37.1,High Risk,508,704,13967,15785,"Aksa Enerji Uretim AS is an independent power producer, which engages in the power plant installation process that produces energy from natural gas, lignite, the hydroelectric, wind, and fuel oil. It operates through Turkey, Asia and Africa geographical segment out of which Turkey accounts for a majority of the firm's revenue."
Aksigorta AS,Insurance,Turkey,758,24.4,Medium Risk,143,303,7326,15785,"Aksigorta AS is a Turkey-based general insurance company. Its main operations include insurance activities based on non-life insurance branches, including primarily fire, marine, personal accident, engineering, agriculture and health insurance coverage policies. Aksigorta, renders service to retail and corporate customers all over Turkey with more than 10 regional headquarters, over 3,000 independent agencies, approx 782 Akbank branches, approx 69 brokers and approx 5,736 contracted institutions. It also offers its services online through its Aksigorta Service Centre."
Aktia Bank Plc,Banks,Finland,839,18.4,Low Risk,189,1014,3408,15785,"Aktia Bank operates in Finland and offers a broad range of financial services, including banking, asset management, and insurance. The vast majority of its customer base lives in the Helsinki metropolitan area, which accounts for most of its loan and deposit activities. It operates through business segments: banking business, which includes individual, corporate, and institutional customers; and asset management, which includes the firm's asset management business and life insurance arm and Group functions. The majority of revenue comes from the banking business segment."
"Akumin, Inc.",Healthcare,United States of America,"3,631",26.5,Medium Risk,313,623,8754,15785,"Akumin Inc is a Canada-based company that provides freestanding, fixed-site outpatient diagnostic imaging services in the United States. The company operates in Florida, Pennsylvania, Delaware, Texas, Illinois, and Kansas. It offers physicians with imaging capabilities to facilitate the diagnosis and treatment of diseases and disorders and may reduce unnecessary invasive procedures, minimizing the cost and amount of care for patients. The company's imaging procedures include MRI, CT, positron emission tomography, ultrasound, X-ray, mammography, and other diagnostic or interventional radiology procedures. It operates in two reportable business segments: radiology and oncology. The radiology segment acconts for majority revenue."
AKWEL SA,Auto Components,France,"9,500",11.2,Low Risk,10,240,477,15785,"Akwel is engaged in the design, manufacturing, and sale of automotive equipment. It manufactures components and systems for the automotive and Heavy Goods Vehicle industry that specializes in fluid management and mechanisms. The company product categories include cooling, fuels, control, Air intake, oil, washer systems, decontamination, and mechanisms. Geographically, the highest revenue comes from Europe and Africa and also has a presence in France, North America, South America, and the Rest of the world."
Akzo Nobel India Ltd.,Chemicals,India,"1,494",31.2,High Risk,295,569,11634,15785,"Akzo Nobel India Ltd manufactures and sells a variety of chemicals and coatings. The company organizes itself into only segments based on the product type. The coatings segment, which generates the vast majority of revenue, sells decorative paints under the Dulux brand and performance coatings for ships, cars, aircraft, and buildings. The vast majority of revenue comes from India."
Akzo Nobel NV,Chemicals,Netherlands,"35,000",18.3,Low Risk,18,569,3368,15785,"Netherlands-based AkzoNobel is the world's third-largest paint and coatings producer. Europe is the largest market, with around 46% of sales generated in the Europe, Middle East, and Africa, or EMEA, region. Cumulatively, the Asia-Pacific and Latin American divisions have also grown quickly to more than 40% of sales. Construction-related end markets are the most important, but meaningful revenue is also generated from the industrial, consumer goods, and transportation markets."
Al Ahli Bank of Kuwait KSC,Banks,Kuwait,"2,374",32.2,High Risk,887,1014,12113,15785,"Al Ahli Bank Of Kuwait is a company engaged in the banking sector, primarily in Kuwait, United Arab Emirates, and Egypt. The group is organized into three business segments. The commercial Banking segment comprises a full range of credit, deposit, and related banking services provided to its corporate and institutional customers. Treasury and Investments segment comprises treasury services provided to customers and balance sheet management activities including money market, derivatives, propriety investment activities, assets management and the residual impact of inter-segment fund transfer pricing, and the Retail and private banking segment comprising products and services to customers which includes loans, credit cards, and wealth management."
Al Dawaa Medical Services Co.,Healthcare,Saudi Arabia,N/A,19.5,Low Risk,119,623,4121,15785,"Aldawaa Medical Services Co is engaged in the sale of pharmaceuticals and related products. It is focused on selling Taped Diapers, Pants Diapers, Baby Food, Body Cream, Diabetic Monitoring, Insulin Pen Needle, Blood Pressure Monitor, Nebulizers, Thermometers, Cough Medicines, and Nasal Decongestant Medicines, among other products. The company's segment includes Retail and Wholesale. It generates maximum revenue from the Retail segment."
Al Hammadi Holding,Healthcare,Saudi Arabia,N/A,33.2,High Risk,527,623,12568,15785,"Hammadi Holding is engaged in the activities of wholesale and retail trading of medical equipment, pharmaceutical and cosmetic products, establishing, managing, and operating hospitals and medical centers, wholesale and retail trading of food and beverages, purchasing and rentals of lands for construction buildings and investing, initiating commercial centers, operating and maintaining them. The operating segment of the company are Medical Services and Pharmaceuticals Products segment. It generates maximum revenue from the Medical Services segment. The Medical Services segment includes fees for inpatient and outpatient services."
Al Jouf Cement Co.,Construction Materials,Saudi Arabia,275,43.9,Severe Risk,129,142,15017,15785,"Al Jouf Cement Co is a Saudi Arabia-based company that engages in the manufacture and distribution of Portland, regular, and sulphate resistant cement."
Al Moammar Information Systems Co.,Software & Services,Saudi Arabia,N/A,28.4,Medium Risk,1031,1106,10011,15785,"Al Moammar Information Systems Co is an Information Technology(IT) company. It offers operating systems, system analysis, software designing and programming, software maintenance, web design, web hosting, data processing, and other related services. The company's segments include Business services management unit, Solutions unit, Systems unit, IT security unit, Networking unit, Operation and maintenance unit, and Data center unit."
Al Rajhi Bank,Banks,Saudi Arabia,"19,964",25.3,Medium Risk,420,1014,7935,15785,"Al Rajhi Bank is an Islamic bank with a network of over 500 branches. Its segments include the Retail segment which includes accepting individual customer deposits, providing credit facilities, customer debit current accounts, fees from banking services, and remittance business; Corporate segment that incorporates deposits of VIP, corporate customer deposits, credit facilities, and debit current accounts, Treasury segment through which it offers treasury services, Murabaha with SAMA and international Mutajara portfolio; and Investment services and brokerage that incorporates investments of individuals and corporate in mutual funds, local and international share trading services and investment portfolios."
Al Rajhi Co. for Cooperative Insurance,Insurance,Saudi Arabia,115,35.4,High Risk,292,303,13397,15785,Al-Rajhi Co For Cooperative Insurance is engaged in the provision of cooperative insurance and reinsurance services. The purpose of the company is to conduct cooperative insurance operations and all related activities including re-takaful and agency activities. Its operating segments include Medical; Motor; Property and Casualty; and Protection and Savings.
Al Yah Satellite Communications Co. PJSC,Telecommunication Services,United Arab Emirates,418,29.4,Medium Risk,154,234,10579,15785,"Al Yah Satellite Communications Co PJSC is a fixed and mobile satellite services operator offering integrated satellite communications solutions to over 150 countries across Europe, the Middle East, Africa, South America, Asia, and Australasia. It provides multipurpose satellite solutions to both government and commercial for broadband, broadcast, defense, and communications. The segments include the Infrastructure segment, Managed Solutions segment, Mobility Solutions segment, Data Solutions (BCS) segment, and Others. The majority is from the Infrastructure segment, which provides long-term satellite capacity leases, and satellite operation services. Geographically, it generates the majority of its revenue from the United Arab Emirates."
Al-Jouf Agricultural Development Co.,Food Products,Saudi Arabia,"1,300",43.5,Severe Risk,543,628,14975,15785,"Al-Jouf Agriculture Development Co is engaged in the production and sale of agricultural products in Saudi Arabia. The company's products include corns, potatoes, forage and fodder crops, watermelons, wheat, onions, barley, and maize; olives and olive oil products; fruits, such as dates, plums, peaches, apricots, grapes, and pears; honey products; and vegetables, including tomatoes, peppers, squashes, cucumbers, and eggplants, as well as operates nurseries to produce seedlings of fruits and olive trees."
Alabama Power Co.,Utilities,United States of America,"6,100",42.1,Severe Risk,575,704,14817,15785,"Alabama Power Co operates in the utility sector. The company supplies electricity and stellar service to homes, businesses and industries in the southern two-thirds of Alabama."
ALAFCO Aviation Lease & Finance Co.,Traders & Distributors,Kuwait,27,30.8,High Risk,196,204,11395,15785,"Aviation Lease & Finance Co KSCC is engaged in the leasing of Aircraft. The company is engaged in the business of aircraft leasing and providing management, marketing, and consultancy services to aviation-related businesses in line with the Islamic Shariah principles. The company's offering includes Operating Lease, Sale and Leaseback, and Aircraft Lease Management. Its geographical segments include the Middle East, Asia, Europe, America, and Africa."
"Alamo Group, Inc.",Machinery,United States of America,"4,200",22.3,Medium Risk,89,585,5872,15785,"Alamo Group Inc is engaged in the design and manufacturing of agricultural equipment and infrastructure maintenance equipment. Its products include tractor-mounted mowing and other vegetation maintenance equipment, street sweepers, excavators, vacuum trucks, snow removal equipment, leaf collection equipment, pothole patchers, zero-turn radius mowers, agricultural implements, and related aftermarket parts. The company's reportable segments are Vegetation Management and Industrial Equipment. It generates a majority of its revenue from Vegetation Management. Geographically, the company generates majority of the revenue from the United States."
"Alamos Gold, Inc.",Precious Metals,Canada,"1,900",34.7,High Risk,58,117,13141,15785,"Alamos Gold Inc acquires, explores, and produces gold and other precious metals, and operates in two principal geographic areas: Canada and Mexico. The company has three operating mines in North America: Young-Davidson and Island Gold mines operate in Canada and the Mulatos and in Sonora, Mexico. The company generates maximum revenue from Young Davidson mines."
Alarko Holding AS,Industrial Conglomerates,Turkey,"5,078",37.0,High Risk,48,125,13927,15785,"Alarko Holding AS is a holding company consisting of companies that operate in contracting, construction, land development, industry, trade, tourism, and energy. The company's segments include holding, tourism, industry and merchandising, energy, contracting/land development. Its contracting group operates as a general contractor in Turkey and abroad and carries out airport and rail system projects, large scale infrastructure works, constructions of industrial plants, hospitals, and other such projects. The majority of the revenue is derived from the contracting and land development segment."
"Alarm.com Holdings, Inc.",Software & Services,United States of America,"1,986",24.4,Medium Risk,756,1106,7363,15785,"Alarm.com Holdings Inc has two reportable segments: Alarm.com & Other. The Alarm.com segment represents the cloud-based Software platforms for intelligently connected property & related solutions. The other segment is focused on researching, developing & offering residential & commercial automation solutions & energy management products & services in adjacent markets. The majority of revenue is from the Alarm.com segment. The platform allows home & business owners to secure their properties and automate & control an array of connected devices. SaaS & license fees from service providers, who resell these services & pay Alarm.com a monthly subscription, are the sources of revenue for the firm. A majority of revenue is generated in the United States & Canada."
"Alaska Air Group, Inc.",Transportation,United States of America,"23,879",25.6,Medium Risk,256,397,8171,15785,"Alaska Air Group Inc operates two airlines, Alaska and Horizon in three operating segments. The Mainline segment includes scheduled air transportation on Alaska's Boeing and Airbus jet aircraft for passengers and cargo throughout the U.S., and in parts of Mexico, and Costa Rica. The Regional segment includes Horizon's and other third-party carriers' scheduled air transportation for passengers across a shorter distance network within the U.S. and Canada under capacity purchase agreements (CPA). The Horizon segment includes the capacity sold to Alaska under a CPA. It earns revenues from Passenger tickets, including ticket breakage and net of taxes and fees, Passenger ancillary and Mileage Plan passenger revenue."
Albany International Corp.,Machinery,United States of America,"4,100",18.8,Low Risk,34,585,3658,15785,"Albany International Corp is principally engaged in processing textiles and materials. The company consists of two business segments, the machine clothing segment, which produces and provides custom-designed fabrics and belts for the production in the paper, nonwovens, and other process industries; and the Albany engineered composites segment, which offers engineered composite parts for the aerospace and defensive industries. The machine clothing segment contributes to the majority of the company's total revenue. The company has a global operation and generates revenue from the United States, Switzerland, Brazil, China, Mexico, France, and other areas."
Albaraka Türk Katilim Bankasi AS,Banks,Turkey,"2,709",27.5,Medium Risk,553,1014,9343,15785,"Albaraka Turk Katilim Bankasi AS is a Turkey-based finance institution engaged in banking services such as current & participation accounts, vehicle financing, consumer financing, electronic fund transfer, safe deposit boxes, insurance, credit cards, and Internet banking & phone banking. The bank operates in Retail, Commercial & Corporate, and Treasury banking segments."
Albemarle Corp.,Chemicals,United States of America,"7,400",26.8,Medium Risk,165,569,8925,15785,"Albemarle is the world's largest lithium producer. Our outlook for robust lithium demand is predicated upon increased demand for electric vehicle batteries. Albemarle produces lithium from its salt brine deposits in Chile and the U.S. and its hard rock joint venture mines in Australia. Albemarle is a global leader in the production of bromine, used in flame retardants. The company is also a major producer of oil refining catalysts."
Alberta Capital Finance Authority,Banks,Canada,N/A,19.4,Low Risk,218,1014,4047,15785,"Alberta Capital Finance Authority was established in 1956 as the Alberta Municipal Financing Corporation, the Corporation was renamed the Alberta Capital Finance Authority (ACFA) in 2003 and provides financing for capital projects to municipalities, school boards and other local entities. It is headquartered in Alberta, Canada."
Alberta PowerLine LP,Construction & Engineering,Canada,N/A,45.7,Severe Risk,300,353,15189,15785,"Alberta PowerLine Ltd Partnership is a Canadian company that specializes in the development, construction, and operation of high-voltage transmission lines. The primary focus of company is to build and maintain transmission infrastructure."
"Albertsons Cos., Inc.",Food Retailers,United States of America,"107,300",32.6,High Risk,187,194,12300,15785,"Albertsons is the second-largest conventional grocer in America, operating 2,271 stores under 24 banners in 34 states (as of the end of fiscal 2022). Around 75% of stores have pharmacies, while nearly 20% also sell fuel. Albertsons has a significant private-label operation, accounting for around 20% of sales (excluding fuel). While its own brand assortment is mainly manufactured by third parties, Albertsons operates 19 food production plants (as of the end of fiscal 2022). Albertsons is a top two grocer in two thirds of its major markets (as of early 2022, according to company data), and virtually all of its sales come from the United States. Narrow-moat Kroger has offered to acquire Albertsons in a $25 billion deal; if the transaction is approved by regulators, it should close in 2024."
Alchip Technologies Ltd.,Semiconductors,Taiwan,241,33.8,High Risk,258,344,12809,15785,"Alchip Technologies Ltd is engaged in the research and development, design, and manufacture of fabless application-specific integrated circuits (ASIC) and system on a chip (SoC) and the rendering of related services. Its geographical segments are China, Japan, the United States, Europe, Taiwan, and Others, of which majority of its revenue comes from the United States."
Alcoa Corp.,Diversified Metals,United States of America,"13,100",26.4,Medium Risk,18,229,8685,15785,"Alcoa Corp is a vertically integrated aluminum company whose operations include bauxite mining, alumina refining, and the manufacture of primary aluminum. It is the world’s largest bauxite miner and alumina refiner by production volume, and its profits are closely tied to prevailing commodity prices along the aluminum supply chain. The company segments include Bauxite; Alumina and Aluminum. It generates maximum revenue from the Aluminum segment. Geographically, it derives a majority of its revenue from the United States."
Alcon AG,Healthcare,Switzerland,"25,178",25.3,Medium Risk,279,623,7931,15785,"Alcon is one of the leading visioncare companies in the world. Following nine years as a Novartis subsidiary, it was spun off as a public company in April 2019. Alcon operates in two segments: visioncare and surgical. Visioncare comprises contact lenses, lenscare solutions, and a suite of ocular health products. With brands like Dailies, Total1, and Air Optix, Alcon controls one fourth of the U.S. contact lens market. Surgical comprises intraocular lenses, ophthalmic surgical equipment, and consumables used during surgeries. Its main products include Centurion, a phacoemulsification device used during cataract surgeries, and a portfolio of IOLs including PanOptix and Vivity. Alcon has one of the largest installed bases of eye surgical equipment in the world."
ALCONIX Corp.,Diversified Metals,Japan,"3,185",50.1,Severe Risk,163,229,15478,15785,"Alconix Corp is a Japan based company engaged in providing industrial metals and minerals. Its portfolio comprises of Aluminum, Copper, Nickel, Titanium, Tungsten, Molybdenum and other rare metal and Rare earth related products. The company also imports and exports non-ferrous metal products. It has a business presence in Japan and other countries."
ALD SA,Transportation,France,"15,700",15.7,Low Risk,31,397,2014,15785,"ALD SA is a full-service leasing and fleet management group. It provides financing and management services through two principal product offerings. These two offerings are full-service leasing and fleet management. The group also provides insurance services. It provides clients with motor third-party liability, material damage insurance as well as theft and passenger insurance. The company has operational footprints across Western Europe, Nordic, Continental and Eastern Europe and Latin America, Africa, Asia, and the Rest of the world."
Aldar Investment Properties LLC,Real Estate,United Arab Emirates,N/A,9.5,Negligible Risk,60,1044,228,15785,"Aldar Investment Properties LLC is involved in the investment and management of real estate assets including offices, malls, hotels, golf courses, beach clubs, restaurants, and cooling assets."
Aldar Properties PJSC,Real Estate,United Arab Emirates,"3,435",15.9,Low Risk,433,1044,2093,15785,Aldar Properties PJSC is a general real estate company. Its operating segment includes Property development and sales; Project management services; Investment properties; Hospitality and leisure; Education and Principal investments. The company generates maximum revenue from the Property development and sales segment.
"Aldeyra Therapeutics, Inc.",Pharmaceuticals,United States of America,12,29.3,Medium Risk,467,896,10548,15785,"Aldeyra Therapeutics Inc is a biotechnology company engaged in developing and commercializing next-generation medicines to improve the lives of patients with immune-mediated diseases. The company's product candidate, reproxalap, is a first-in-class treatment in late-stage development for dry eye disease and allergic conjunctivitis. In addition, it also has additional product candidates in development for proliferative vitreoretinopathy, primary vitreoretinal lymphoma and other retinal diseases, autoimmune disease, and cancer."
Aldrees Petroleum & Transport Services Co.,Refiners & Pipelines,Saudi Arabia,"3,700",46.5,Severe Risk,193,207,15266,15785,"ALDREES Petroleum & Transport Services Co provides petroleum and transport services. It is engaged in the wholesale and retail of fuel, gasoline, oil, and lubricants in the Kingdom of Saudi Arabia. The company has two reportable segments namely Petroleum Services and Transport Services. The company generates maximum revenue from the Petroleum Services segment. It operates fuel stations and also provides various services such as additives, car wash, tire servicing, alignment, accessories, ATMs, car rental, and prepaid fuel cards."
Aleatica SAB de CV,Transportation Infrastructure,Mexico,"2,007",11.9,Low Risk,34,187,631,15785,"Aleatica SAB de CV is engaged in providing infrastructure facilities. It operates transport infrastructures in the metropolitan area of Mexico City. The company's scope comprises toll roads, airports, corridor, port, railways, and highways. Its operating segment includes Conmex; Viaducto; Aunorte; Gana; AT-AT and others. The company generates maximum revenue from the Conmex segment."
"Alector, Inc.",Pharmaceuticals,United States of America,246,29.7,Medium Risk,493,896,10785,15785,"Alector Inc is a clinical-stage biopharmaceutical company. It is engaged in developing a novel therapeutic approach for the treatment of neurodegeneration. The firm is involved in developing therapies that are designed to simultaneously counteract pathologies by restoring healthy immune function to the brain. Its pipeline products include AL001, AL002, AL003, and AL101."
"Alectra, Inc. (Canada)",Utilities,Canada,N/A,34.1,High Risk,432,704,12914,15785,"Alectra, Inc. (Canada) is a Canadian holding company owned by different Canadian Municipalities and BPC energy corporation. that operates in the electricity generation industry. It carries out it's operation through different wholly-owned subsidiaries viz Alectra Utilities; Alectra Energy Solutions Inc. and Horizon Solar Corporation and operates in Canada."
